id,asset_id,asset_name,display_name_en,description_en
inventorylfstandardcontainerslotarmor,1333996162,DA_Inventory_LF_Standard_ContainerSlot_Armor,,
inventorylfstandardcontainerslotaugment,-1407713155,DA_Inventory_LF_Standard_ContainerSlot_Augment,,
inventorylfstandardcontainerslotbackpack,-1935122902,DA_Inventory_LF_Standard_ContainerSlot_Backpack,,
inventorylfstandardcontainerslotbelt,1687384280,DA_Inventory_LF_Standard_ContainerSlot_Belt,,
inventorylfstandardcontainerslotfirearm1,-891583501,DA_Inventory_LF_Standard_ContainerSlot_Firearm1,,
inventorylfstandardcontainerslotfirearm2,789222533,DA_Inventory_LF_Standard_ContainerSlot_Firearm2,,
inventorylfstandardcontainerslotgadget,-1590818865,DA_Inventory_LF_Standard_ContainerSlot_Gadget,,
inventorylfstandardcontainerslotmeleeweapon,-588056456,DA_Inventory_LF_Standard_ContainerSlot_MeleeWeapon,,
inventorylfstandardcontainerslotsafepocket,-451662226,DA_Inventory_LF_Standard_ContainerSlot_SafePocket,,
inventorylftransport,-591389027,DA_Inventory_LF_Transport,,
inventorylftransportcontaineritemarmor,2129766118,DA_Inventory_LF_Transport_ContainerItem_Armor,,
inventorylftransportcontaineritembackpack,164826333,DA_Inventory_LF_Transport_ContainerItem_Backpack,,
inventorylftransportcontaineritembelt,-556335631,DA_Inventory_LF_Transport_ContainerItem_Belt,,
inventorylftransportcontaineritemgadget,-545241760,DA_Inventory_LF_Transport_ContainerItem_Gadget,,
inventorylftransportcontaineritemmelee,-1328258283,DA_Inventory_LF_Transport_ContainerItem_Melee,,
inventorylftransportcontaineritemsafepocket,390629643,DA_Inventory_LF_Transport_ContainerItem_SafePocket,,
inventorylftransportcontaineritemweapon1,-2140017279,DA_Inventory_LF_Transport_ContainerItem_Weapon1,,
inventorylftransportcontainerslotarmor,-119691948,DA_Inventory_LF_Transport_ContainerSlot_Armor,,
inventorylftransportcontainerslotbackpack,1225596861,DA_Inventory_LF_Transport_ContainerSlot_Backpack,,
inventorylftransportcontainerslotbelt,-593179952,DA_Inventory_LF_Transport_ContainerSlot_Belt,,
inventorylftransportcontainerslotgadget,463219795,DA_Inventory_LF_Transport_ContainerSlot_Gadget,,
inventorylftransportcontainerslotmelee,-703605522,DA_Inventory_LF_Transport_ContainerSlot_Melee,,
inventorylftransportcontainerslotsafepocket,482160762,DA_Inventory_LF_Transport_ContainerSlot_SafePocket,,
inventorylftransportcontainerslotweapon1,-1128650882,DA_Inventory_LF_Transport_ContainerSlot_Weapon1,,
inventorylfutilityfreeloadout,21248711,DA_Inventory_LF_Utility_FreeLoadout,,
inventorylfutilityfreeloadoutcontaineritemarmor,492007013,DA_Inventory_LF_Utility_FreeLoadout_ContainerItem_Armor,,
inventorylfutilityfreeloadoutcontaineritembackpack,850386344,DA_Inventory_LF_Utility_FreeLoadout_ContainerItem_Backpack,,
inventorylfutilityfreeloadoutcontaineritembelt,600209794,DA_Inventory_LF_Utility_FreeLoadout_ContainerItem_Belt,,
inventorylfutilityfreeloadoutcontaineritemmelee,-1049378004,DA_Inventory_LF_Utility_FreeLoadout_ContainerItem_Melee,,
inventorylfutilityfreeloadoutcontaineritemweapon1,844328403,DA_Inventory_LF_Utility_FreeLoadout_ContainerItem_Weapon1,,
inventorylfutilityfreeloadoutcontaineritemweapon2,1908430814,DA_Inventory_LF_Utility_FreeLoadout_ContainerItem_Weapon2,,
inventorylfutilityfreeloadoutcontainerslotarmor,-1154815572,DA_Inventory_LF_Utility_FreeLoadout_ContainerSlot_Armor,,
inventorylfutilityfreeloadoutcontainerslotbackpack,-1731892715,DA_Inventory_LF_Utility_FreeLoadout_ContainerSlot_Backpack,,
inventorylfutilityfreeloadoutcontainerslotbelt,-248326389,DA_Inventory_LF_Utility_FreeLoadout_ContainerSlot_Belt,,
inventorylfutilityfreeloadoutcontainerslotmelee,128044143,DA_Inventory_LF_Utility_FreeLoadout_ContainerSlot_Melee,,
inventorylfutilityfreeloadoutcontainerslotweapon1,-2091412102,DA_Inventory_LF_Utility_FreeLoadout_ContainerSlot_Weapon1,,
inventorylfutilityfreeloadoutcontainerslotweapon2,-415441839,DA_Inventory_LF_Utility_FreeLoadout_ContainerSlot_Weapon2,,
inventorylfutilityt1,-636707363,DA_Inventory_LF_Utility_T1,,
inventorylfutilityt1containeritemarmor,301923184,DA_Inventory_LF_Utility_T1_ContainerItem_Armor,,
inventorylfutilityt1containeritembackpack,22040762,DA_Inventory_LF_Utility_T1_ContainerItem_Backpack,,
inventorylfutilityt1containeritembelt,-166008386,DA_Inventory_LF_Utility_T1_ContainerItem_Belt,,
inventorylfutilityt1containeritemmelee,56420823,DA_Inventory_LF_Utility_T1_ContainerItem_Melee,,
inventorylfutilityt1containeritemsafepocket,1442945311,DA_Inventory_LF_Utility_T1_ContainerItem_SafePocket,,
inventorylfutilityt1containeritemweapon1,-1711433724,DA_Inventory_LF_Utility_T1_ContainerItem_Weapon1,,
inventorylfutilityt1containeritemweapon2,1360021217,DA_Inventory_LF_Utility_T1_ContainerItem_Weapon2,,
inventorylfutilityt1containerslotarmor,-402660824,DA_Inventory_LF_Utility_T1_ContainerSlot_Armor,,
inventorylfutilityt1containerslotbackpack,-1088427979,DA_Inventory_LF_Utility_T1_ContainerSlot_Backpack,,
inventorylfutilityt1containerslotbelt,974676317,DA_Inventory_LF_Utility_T1_ContainerSlot_Belt,,
inventorylfutilityt1containerslotmelee,1413630316,DA_Inventory_LF_Utility_T1_ContainerSlot_Melee,,
inventorylfutilityt1containerslotsafepocket,260494636,DA_Inventory_LF_Utility_T1_ContainerSlot_SafePocket,,
inventorylfutilityt1containerslotweapon1,-2142772724,DA_Inventory_LF_Utility_T1_ContainerSlot_Weapon1,,
inventorylfutilityt1containerslotweapon2,-2114213383,DA_Inventory_LF_Utility_T1_ContainerSlot_Weapon2,,
inventorylfutilityt2,1029107900,DA_Inventory_LF_Utility_T2,,
inventorylfutilityt2containeritemarmor,-80826819,DA_Inventory_LF_Utility_T2_ContainerItem_Armor,,
inventorylfutilityt2containeritemauxiliary,-1599478955,DA_Inventory_LF_Utility_T2_ContainerItem_Auxiliary,,
inventorylfutilityt2containeritembackpack,644089104,DA_Inventory_LF_Utility_T2_ContainerItem_Backpack,,
inventorylfutilityt2containeritembelt,1505327333,DA_Inventory_LF_Utility_T2_ContainerItem_Belt,,
inventorylfutilityt2containeritemmelee,-1667769874,DA_Inventory_LF_Utility_T2_ContainerItem_Melee,,
inventorylfutilityt2containeritemsafepocket,266643302,DA_Inventory_LF_Utility_T2_ContainerItem_SafePocket,,
inventorylfutilityt2containeritemweapon1,-11339742,DA_Inventory_LF_Utility_T2_ContainerItem_Weapon1,,
inventorylfutilityt2containeritemweapon2,1147763118,DA_Inventory_LF_Utility_T2_ContainerItem_Weapon2,,
inventorylfutilityt2containerslotarmor,-1071672769,DA_Inventory_LF_Utility_T2_ContainerSlot_Armor,,
inventorylfutilityt2containerslotauxiliary,912802676,DA_Inventory_LF_Utility_T2_ContainerSlot_Auxiliary,,
inventorylfutilityt2containerslotbackpack,1586617626,DA_Inventory_LF_Utility_T2_ContainerSlot_Backpack,,
inventorylfutilityt2containerslotbelt,1396280748,DA_Inventory_LF_Utility_T2_ContainerSlot_Belt,,
inventorylfutilityt2containerslotmelee,134970818,DA_Inventory_LF_Utility_T2_ContainerSlot_Melee,,
inventorylfutilityt2containerslotsafepocket,585522494,DA_Inventory_LF_Utility_T2_ContainerSlot_SafePocket,,
inventorylfutilityt2containerslotweapon1,945916638,DA_Inventory_LF_Utility_T2_ContainerSlot_Weapon1,,
inventorylfutilityt2containerslotweapon2,1456383354,DA_Inventory_LF_Utility_T2_ContainerSlot_Weapon2,,
inventorylfutilityt3defensive,-1640916197,DA_Inventory_LF_Utility_T3_Defensive,,
inventorylfutilityt3defensivecontaineritemarmor,-1883258404,DA_Inventory_LF_Utility_T3_Defensive_ContainerItem_Armor,,
inventorylfutilityt3defensivecontaineritembackpack,-85911258,DA_Inventory_LF_Utility_T3_Defensive_ContainerItem_Backpack,,
inventorylfutilityt3defensivecontaineritembelt,2050477803,DA_Inventory_LF_Utility_T3_Defensive_ContainerItem_Belt,,
inventorylfutilityt3defensivecontaineritemmelee,1962051170,DA_Inventory_LF_Utility_T3_Defensive_ContainerItem_Melee,,
inventorylfutilityt3defensivecontaineritemsafepocket,-1941499140,DA_Inventory_LF_Utility_T3_Defensive_ContainerItem_SafePocket,,
inventorylfutilityt3defensivecontaineritemweapon1,620880725,DA_Inventory_LF_Utility_T3_Defensive_ContainerItem_Weapon1,,
inventorylfutilityt3defensivecontaineritemweapon2,1306999712,DA_Inventory_LF_Utility_T3_Defensive_ContainerItem_Weapon2,,
inventorylfutilityt3defensivecontainerslotarmor,754959887,DA_Inventory_LF_Utility_T3_Defensive_ContainerSlot_Armor,,
inventorylfutilityt3defensivecontainerslotbackpack,-1990910379,DA_Inventory_LF_Utility_T3_Defensive_ContainerSlot_Backpack,,
inventorylfutilityt3defensivecontainerslotbelt,-1438462535,DA_Inventory_LF_Utility_T3_Defensive_ContainerSlot_Belt,,
inventorylfutilityt3defensivecontainerslotmelee,168163875,DA_Inventory_LF_Utility_T3_Defensive_ContainerSlot_Melee,,
inventorylfutilityt3defensivecontainerslotsafepocket,-264756260,DA_Inventory_LF_Utility_T3_Defensive_ContainerSlot_SafePocket,,
inventorylfutilityt3defensivecontainerslotweapon1,1749845632,DA_Inventory_LF_Utility_T3_Defensive_ContainerSlot_Weapon1,,
inventorylfutilityt3defensivecontainerslotweapon2,1724084783,DA_Inventory_LF_Utility_T3_Defensive_ContainerSlot_Weapon2,,
inventorylfutilityt3healing,-349134473,DA_Inventory_LF_Utility_T3_Healing,,
inventorylfutilityt3healingcontaineritemarmor,-907783154,DA_Inventory_LF_Utility_T3_Healing_ContainerItem_Armor,,
inventorylfutilityt3healingcontaineritemauxiliary,189229164,DA_Inventory_LF_Utility_T3_Healing_ContainerItem_Auxiliary,,
inventorylfutilityt3healingcontaineritembackpack,495350374,DA_Inventory_LF_Utility_T3_Healing_ContainerItem_Backpack,,
inventorylfutilityt3healingcontaineritembelt,-2088267260,DA_Inventory_LF_Utility_T3_Healing_ContainerItem_Belt,,
inventorylfutilityt3healingcontaineritemmelee,-970014776,DA_Inventory_LF_Utility_T3_Healing_ContainerItem_Melee,,
inventorylfutilityt3healingcontaineritemsafepocket,-560375781,DA_Inventory_LF_Utility_T3_Healing_ContainerItem_SafePocket,,
inventorylfutilityt3healingcontaineritemweapon1,-409024475,DA_Inventory_LF_Utility_T3_Healing_ContainerItem_Weapon1,,
inventorylfutilityt3healingcontaineritemweapon2,-1887396248,DA_Inventory_LF_Utility_T3_Healing_ContainerItem_Weapon2,,
inventorylfutilityt3healingcontainerslotarmor,343472510,DA_Inventory_LF_Utility_T3_Healing_ContainerSlot_Armor,,
inventorylfutilityt3healingcontainerslotauxiliary,1146535368,DA_Inventory_LF_Utility_T3_Healing_ContainerSlot_Auxiliary,,
inventorylfutilityt3healingcontainerslotbackpack,-2049110600,DA_Inventory_LF_Utility_T3_Healing_ContainerSlot_Backpack,,
inventorylfutilityt3healingcontainerslotbelt,-366139984,DA_Inventory_LF_Utility_T3_Healing_ContainerSlot_Belt,,
inventorylfutilityt3healingcontainerslotmelee,-801279261,DA_Inventory_LF_Utility_T3_Healing_ContainerSlot_Melee,,
inventorylfutilityt3healingcontainerslotsafepocket,523579804,DA_Inventory_LF_Utility_T3_Healing_ContainerSlot_SafePocket,,
inventorylfutilityt3healingcontainerslotweapon1,1648244636,DA_Inventory_LF_Utility_T3_Healing_ContainerSlot_Weapon1,,
inventorylfutilityt3healingcontainerslotweapon2,2131231514,DA_Inventory_LF_Utility_T3_Healing_ContainerSlot_Weapon2,,
inventorylfutilityt3smoke,-89748338,DA_Inventory_LF_Utility_T3_Smoke,,
inventorylfutilityt3smokecontaineritemarmor,-1597227626,DA_Inventory_LF_Utility_T3_Smoke_ContainerItem_Armor,,
inventorylfutilityt3smokecontaineritemauxiliary,-1425626814,DA_Inventory_LF_Utility_T3_Smoke_ContainerItem_Auxiliary,,
inventorylfutilityt3smokecontaineritembackpack,59742319,DA_Inventory_LF_Utility_T3_Smoke_ContainerItem_Backpack,,
inventorylfutilityt3smokecontaineritembelt,-827056206,DA_Inventory_LF_Utility_T3_Smoke_ContainerItem_Belt,,
inventorylfutilityt3smokecontaineritemmelee,-1300323133,DA_Inventory_LF_Utility_T3_Smoke_ContainerItem_Melee,,
inventorylfutilityt3smokecontaineritemsafepocket,-2143608986,DA_Inventory_LF_Utility_T3_Smoke_ContainerItem_SafePocket,,
inventorylfutilityt3smokecontaineritemweapon1,-2076477526,DA_Inventory_LF_Utility_T3_Smoke_ContainerItem_Weapon1,,
inventorylfutilityt3smokecontaineritemweapon2,-550664907,DA_Inventory_LF_Utility_T3_Smoke_ContainerItem_Weapon2,,
inventorylfutilityt3smokecontainerslotarmor,125599708,DA_Inventory_LF_Utility_T3_Smoke_ContainerSlot_Armor,,
inventorylfutilityt3smokecontainerslotauxiliary,-1127267396,DA_Inventory_LF_Utility_T3_Smoke_ContainerSlot_Auxiliary,,
inventorylfutilityt3smokecontainerslotbackpack,-524130849,DA_Inventory_LF_Utility_T3_Smoke_ContainerSlot_Backpack,,
inventorylfutilityt3smokecontainerslotbelt,-1451151083,DA_Inventory_LF_Utility_T3_Smoke_ContainerSlot_Belt,,
inventorylfutilityt3smokecontainerslotmelee,1143970783,DA_Inventory_LF_Utility_T3_Smoke_ContainerSlot_Melee,,
inventorylfutilityt3smokecontainerslotsafepocket,-1508859667,DA_Inventory_LF_Utility_T3_Smoke_ContainerSlot_SafePocket,,
inventorylfutilityt3smokecontainerslotweapon1,-1827322245,DA_Inventory_LF_Utility_T3_Smoke_ContainerSlot_Weapon1,,
inventorylfutilityt3smokecontainerslotweapon2,-1213453526,DA_Inventory_LF_Utility_T3_Smoke_ContainerSlot_Weapon2,,
inventoryloadoutframeslot,-1379879497,DA_Inventory_LoadoutFrameSlot,,
inventorysecretstashcontainert0,-627920101,DA_Inventory_SecretStashContainer_T0,,
inventorysecretstashcontainert1,546658969,DA_Inventory_SecretStashContainer_T1,,
inventorysecretstashcontainert10,-515738777,DA_Inventory_SecretStashContainer_T10,,
inventorysecretstashcontainert2,-669280345,DA_Inventory_SecretStashContainer_T2,,
inventorysecretstashcontainert3,151269142,DA_Inventory_SecretStashContainer_T3,,
inventorysecretstashcontainert4,1768491383,DA_Inventory_SecretStashContainer_T4,,
inventorysecretstashcontainert5,891719871,DA_Inventory_SecretStashContainer_T5,,
inventorysecretstashcontainert6,1232658973,DA_Inventory_SecretStashContainer_T6,,
inventorysecretstashcontainert7,1291280677,DA_Inventory_SecretStashContainer_T7,,
inventorysecretstashcontainert8,1078822883,DA_Inventory_SecretStashContainer_T8,,
inventorysecretstashcontainert9,1943868668,DA_Inventory_SecretStashContainer_T9,,
inventorystashcontainert01,-848973549,DA_Inventory_StashContainer_T01,,
inventorystashcontainert02,670024569,DA_Inventory_StashContainer_T02,,
inventorystashcontainert03,-935651405,DA_Inventory_StashContainer_T03,,
inventorystashcontainert04,459629608,DA_Inventory_StashContainer_T04,,
inventorystashcontainert05,1466788008,DA_Inventory_StashContainer_T05,,
inventorystashcontainert06,492462603,DA_Inventory_StashContainer_T06,,
inventorystashcontainert07,-223459290,DA_Inventory_StashContainer_T07,,
inventorystashcontainert08,686076007,DA_Inventory_StashContainer_T08,,
inventorystashcontainert09,-47408010,DA_Inventory_StashContainer_T09,,
inventorystashcontainert10,824256753,DA_Inventory_StashContainer_T10,,
inventorytreeroot,1173010504,DA_Inventory_TreeRoot,,
adrenaline_shot,923438116,DA_Item_AdrenalinShot,Adrenaline Shot,A serum that fully restores stamina and temporarily increases stamina regeneration.
photoelectric_cloak,2058762606,DA_Item_ARCFriendifierGadgetV2,Photoelectric Cloak,A gadget that allows the user to conceal themselves from ARC.
gear_bench,1415022693,DA_Item_ArmorBench_01,Gear Bench,The Gear Bench lets you craft Shields and Augments — provided you have the right resources.
surge_shield_recharger,-380745354,DA_Item_Armorpack,Surge Shield Recharger,A handheld kit that recharges a shield on use.
heavy_shield,103801093,DA_Item_Armor_HeavyBody,Heavy Shield,"A heavy shield that blocks a large portion of incoming damage
light_shield,9197506,DA_Item_Armor_LightBody,Light Shield,A lightweight shield that blocks a small portion of incoming damage without impacting mobility.
medium_shield,-2097404337,DA_Item_Armor_MediumBody,Medium Shield,A standard shield that blocks a medium portion of incoming damage at a moderate cost to mobility.
tempest,607122405,DA_Item_AssaultRifle_Bullpup_01,Tempest,Has moderate fire rate and accuracy.
arpeggio,-2005124131,DA_Item_AssaultRifle_Burst_01,Arpeggio,Has decent damage output and accuracy.
bettina,1293279143,DA_Item_AssaultRifle_Heavy_01,Bettina,Has slow fire rate and high damage output.
rattler,1361649590,DA_Item_AssaultRifle_LowTier_01,Rattler,"A cheap offensive option
kettle,287628378,DA_Item_AssaultRifle_Pneumatic_01,Kettle,"Quick and accurate
refiner,-935249204,DA_Item_AssemblyStation_01,Refiner,Crucial companion for any Raider finding themselves in frequent need of custom parts.
combat_mk_1,50992628,DA_Item_Augment_Combat_T1,Combat Mk. 1,"Basic combat augment. Supports stronger shields
combat_mk_2,-1489261627,DA_Item_Augment_Combat_T2,Combat Mk. 2,A combat augment more focused on maneuverability than absorbing damage.
combat_mk_3_aggressive,-468025815,DA_Item_Augment_Combat_T3_Aggressive,Combat Mk. 3 (Aggressive),"An improved version of the Combat II augment. Supports more shield types
combat_mk_3_flanking,-1068447725,DA_Item_Augment_Combat_T3_Flanking,Combat Mk. 3 (Flanking),A combat augment more focused on maneuverability than absorbing damage.
free_loadout_augment,1369416424,DA_Item_Augment_Looting_FreeLoadout,Free Loadout Augment,"Basic augment for rookie Raiders
looting_mk_1,1680690244,DA_Item_Augment_Looting_T1,Looting Mk. 1,"Basic looting augment. More backpack slots and weight capacity
looting_mk_2,-1156830089,DA_Item_Augment_Looting_T2,Looting Mk. 2,Significantly increases looting potential; adds slots for trinkets.
looting_mk_3_cautious,433079423,DA_Item_Augment_Looting_T3_Cautious,Looting Mk. 3 (Cautious),A looting augment that swaps some carry capacity to increase survivability.
looting_mk_3_survivor,303567898,DA_Item_Augment_Looting_T3_DBNO,Looting Mk. 3 (Survivor),A heavy-duty pack mule augment. Large weight capacity and large backpack space.
tactical_mk_3_revival,-1328695953,DA_Item_Augment_Raider_T4_Revival,Tactical Mk. 3 (Revival),A tactical augment focused on utility over defense and looting.
looting_mk_3_safekeeper,947411243,DA_Item_Augment_Raider_T4_Safekeeper,Looting Mk. 3 (Safekeeper),A looting augment that trades weight and utility for increased looting potential.
tactical_mk_1,966773769,DA_Item_Augment_Utility_T1,Tactical Mk. 1,"Basic tactical augment. More Quick Use slots for more tactical choice
tactical_mk_2,-1240487285,DA_Item_Augment_Utility_T2,Tactical Mk. 2,Adds more backpack space and an extra utility item slot.
tactical_mk_3_defensive,1101815928,DA_Item_Augment_Utility_T3_Defensive,Tactical Mk. 3 (Defensive),A defense-focused augment for keeping Shields topped up.
tactical_mk_3_healing,-1561038837,DA_Item_Augment_Utility_T3_Healing,Tactical Mk. 3 (Healing),A healing-focused augment which adds extra slots for healing items.
tactical_mk_3_smoke,-735920468,DA_Item_Augment_Utility_T3_Smoke,Tactical Mk. 3 (Smoke),"An upgraded version of the Tactical MK. 2 augment
raider_tool,411757406,DA_Item_BasicMeleeWeapon,Raider Tool,
snap_blast_grenade,753263571,DA_Item_BasicStickyGrenade,Snap Blast Grenade,"A grenade that sticks to surfaces
ferro,-1180768360,DA_Item_BattleRifle_BreachAction_01,Ferro,"Packs a punch
aphelion,582868715,DA_Item_BattleRifle_EnergyBurst_01,Aphelion,Fires high velocity energy rounds.
renegade,1503794034,DA_Item_BattleRifle_LeverAction_01,Renegade,"Lever-action battle rifle with high damage output
gear_bench,-92567848,DA_Item_ChamberStation_ArmorBench_02,Gear Bench,The Gear Bench lets you craft Shields and Augments — provided you have the right resources.
gear_bench,-1093740163,DA_Item_ChamberStation_ArmorBench_03,Gear Bench,The Gear Bench lets you craft Shields and Augments — provided you have the right resources.
refiner,1517102401,DA_Item_ChamberStation_AssemblyStation_02,Refiner,Crucial companion for any Raider finding themselves in frequent need of custom parts.
refiner,81797988,DA_Item_ChamberStation_AssemblyStation_03,Refiner,Crucial companion for any Raider finding themselves in frequent need of custom parts.
explosives_station,-44778840,DA_Item_ChamberStation_ExplosiveBench_02,Explosives Station,Craft your grenades and mines here. Very carefully.
explosives_station,-815789211,DA_Item_ChamberStation_ExplosiveBench_03,Explosives Station,Craft your grenades and mines here. Very carefully.
medical_lab,-1409422086,DA_Item_ChamberStation_PotionStation_02,Medical Lab,The Medical Lab is where you can create stimulants to give you that extra boost out in the wilds.
medical_lab,1157010858,DA_Item_ChamberStation_PotionStation_03,Medical Lab,The Medical Lab is where you can create stimulants to give you that extra boost out in the wilds.
recycle_station,1429680542,DA_Item_ChamberStation_RecycleStation_02,Recycle Station,"Breaks things down
recycle_station,884606596,DA_Item_ChamberStation_RecycleStation_03,Recycle Station,"Breaks things down
binoculars,762762439,DA_Item_CommonBinoculars,Binoculars,A basic pair of binoculars with two levels of magnification.
agave,-127927282,DA_Item_Consumable_Agave,Agave,A piece of an agave leaf. Can be used to regain a small amount of health.
agave_juice,1648154470,DA_Item_Consumable_AgaveJuice,Agave Juice,"A concoction that temporarily increases stamina regeneration
apricot,1219069540,DA_Item_Consumable_Apricot,Apricot,A sun ripe apricot. Can be consumed for a small amount of stamina.
fruit_mix,561161842,DA_Item_Consumable_FruitMix,Fruit Mix,A food item that moderately increases both health and stamina.
lemon,599997416,DA_Item_Consumable_Lemon,Lemon,Can be consumed for a small amount of stamina.
moss,1146379657,DA_Item_Consumable_Moss,Moss,Can be used to regain a small amount of health.
mushroom,-2014230306,DA_Item_Consumable_Mushroom,Mushroom,Can be consumed to regain a small amount of health.
olives,-944742704,DA_Item_Consumable_Olives,Olives,Can be consumed for a small amount of stamina.
prickly_pear,721769094,DA_Item_Consumable_PricklyPear,Prickly Pear,Can be consumed for a small amount of stamina.
resin,1962618186,DA_Item_Consumable_Resin,Resin,Can be used to gradually restore a small amount of health over time.
shield_recharger,-34507507,DA_Item_Consumable_ShieldOverTimePack,Shield Recharger,A handheld kit that gradually recharges shield over time.
crash_mat,-2085450547,DA_Item_CrashPad,Crash Mat,"A throwable emergency landing device
cred,1979925731,DA_Item_Currency_BattlePassPoints,Cred,Used to claim Raider Deck rewards. Earned by completing Feats.
raider_tokens,941631263,DA_Item_Currency_Hard,Raider Tokens,Used to purchase decks and cosmetics.
merits,358214703,DA_Item_Currency_LiveEvent03,Merits,
merits,-546555615,DA_Item_Currency_LiveEvent04,Merits,
seasonaleventscurrency,1295783213,DA_Item_Currency_LiveEvent05,SeasonalEventsCurrency,
merits,1158822220,DA_Item_Currency_LiveEventCurrency,Merits,
skill_points,1853323517,DA_Item_Currency_SkillPoints,Skill Points,Skill Points
merits,-86227440,DA_Item_Currency_WinterEvent,Merits,
defibrillator,-1688501435,DA_Item_Defibrillator,Defibrillator,An injection that quickly revives downed raiders and restores some health.
barricade_kit,1671732587,DA_Item_DeployableBarricade,Barricade Kit,A deployable cover that can block incoming damage until it breaks.
explosive_mine,1228913912,DA_Item_Deployable_JumpMine_Explosive,Explosive Mine,"A proximity-triggered mine that pops up and explodes
remote_raider_flare,1117029558,DA_Item_Deployable_RemoteFlareTrap,Remote Raider Flare,"A deployable device that
noisemaker,2028871781,DA_Item_Deployable_SoundTrap,Noisemaker,A deployable proximity sensor that sounds an alarm when enemy Raiders are detected.
door_blocker,-699310837,DA_Item_DoorBlocker,Door Blocker,A locking mechanism that can be placed on large metal doors to limit access.
blaze_grenade,697558734,DA_Item_DoTGrenade,Blaze Grenade,"A grenade that detonates on impact
surge_coil,-828273506,DA_Item_EmitterTrap_TeslaCoil,Surge Coil,A deployable device that periodically electrifies the area around itself and briefly stuns anything caught within it.
energy_clip,1619184001,DA_Item_EnergyAmmo,Energy Clip,Ammo used for energy weapons. One clip will fully charge a single weapon.
explosives_station,-518683794,DA_Item_ExplosiveBench_01,Explosives Station,Craft your grenades and mines here. Very carefully.
firecracker,-823752633,DA_Item_Firecrackers,Firecracker,A device that sparks and pops in a pleasant manner.
acoustic_guitar,-229932290,DA_Item_Gadget_Instrument_AcousticGuitar,Acoustic Guitar,"A playable acoustic guitar used to attract ARC's attention
recorder,1246914991,DA_Item_Gadget_Instrument_Flute,Recorder,"A playable recorder used to attract ARC's attention
shaker,1261688505,DA_Item_Gadget_Instrument_Shaker,Shaker,"A rhythmic instrument used to attract ARC's attention
coins,-898439395,DA_Item_GrindCurrency,Coins,Used to buy gear from Traders. Earned by selling loot and completing quests.
anvil,-1945077813,DA_Item_HandCannon_SingleAction_01,Anvil,"Has high damage output and headshot damage
herbal_bandage,1827408349,DA_Item_HealingHoT_Improvised,Herbal Bandage,An improvised medical item that gradually restores health over time.
sterilized_bandage,951468812,DA_Item_HealingHoT_Medium,Sterilized Bandage,A medical item that gradually restores a large amount health over time.
bandage,583877119,DA_Item_HealingHoT_Small,Bandage,A medical item that gradually restores health over time.
vita_shot,2041238290,DA_Item_HealthPack_01,Vita Shot,A medical item that restores a large amount of health.
vita_spray,1795670982,DA_Item_HealthSpray,Vita Spray,A medical item that continuously restores health during use. Can be used on yourself or your allies.
heavy_ammo,-1402742438,DA_Item_HeavyAmmo,Heavy Ammo,
heavy_fuze_grenade,787027311,DA_Item_HEGrenade,Heavy Fuze Grenade,"A grenade that detonates after a delay
homingmissile,1180461632,DA_Item_HomingMissile,,
seeker_grenade,-922322200,DA_Item_HomingMissileGrenade,Seeker Grenade,A homing grenade that targets a single nearby ARC dealing explosive damage on impact.
integrated_binoculars,1251242227,DA_Item_IntegratedBinoculars,Integrated Binoculars,"Can be equipped and used like regular binoculars
integrated_defibrillator,1289134227,DA_Item_IntegratedDefibrillator,Integrated Defibrillator,"Reusable Defibrillator on a fixed cooldown. Can be used like a normal Defibrillator
integrated_shield_recharger,-729404256,DA_Item_IntegratedShieldRepair,Integrated Shield Recharger,"Reusable Shield Recharger on a fixed cooldown. Can be used like a normal Shield Recharger
utility_station,1140794731,DA_Item_ItemBench_01,Utility Station,"Utility items are the bread and butter of any well-rounded Raider kit. Lures
utility_station,1553081706,DA_Item_ItemBench_02,Utility Station,"Utility items are the bread and butter of any well-rounded Raider kit. Lures
utility_station,1160802326,DA_Item_ItemBench_03,Utility Station,"Utility items are the bread and butter of any well-rounded Raider kit. Lures
jolt_mine,-643273323,DA_Item_JoltMine,Jolt Mine,A proximity-triggered mine that pops up and stuns anything within its radius.
pulse_mine,-100594742,DA_Item_JumpMine_Impulse,Pulse Mine,A proximity-triggered mine that pops up and knocks back anything within its radius.
gas_mine,458133629,DA_Item_JumpMine_StaminaDoT,Gas Mine,A proximity-triggered mine that pops up and deploys a gas cloud that rapidly drains stamina.
raider_hatch_key,-902952774,DA_Item_KeyItem_RaiderHatchKey,Raider Hatch Key,Unlocks a Raider Hatch.
blaze_grenade_trap,-1996442482,DA_Item_LaserTrap_DoTGrenade,Blaze Grenade Trap,A laser trip wire that detonates a Blaze Grenade.
smoke_grenade_trap,1117674957,DA_Item_LaserTrap_SmokeGrenade,Smoke Grenade Trap,A laser trip wire that detonates a Smoke Grenade.
gas_grenade_trap,-871523219,DA_Item_LaserTrap_StaminaDoT,Gas Grenade Trap,A laser trip wire that detonates a Gas Grenade.
lure_grenade_trap,305351814,DA_Item_LaserTrap_ThrowableDecoy,Lure Grenade Trap,A laser trip wire that detonates a Lure Grenade.
launcher_ammo,562831704,DA_Item_LauncherAmmo,Launcher Ammo,Anti-ARC payloads used mainly by the Hullcracker.
